program,year,happy,field_interest,team_responsible,professor,work_setting,work_outfit,start_work,design,analyze,gather_information,prefer,part_of,working_on,cause,goals,conversation,develop,working_with,leader,gender
Chemical Engineering,3,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes,Female
Chemical Engineering,1,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes,Male
Chemical Engineering,1,Yes,Manufacturing,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,A new way to deal with movement in the Earth劌製 surface to protect buildings from earthquakes,Math,People,Yes,Female
Chemical Engineering,2,Yes,Manufacturing,The Internet,"David Suzuki, Environmental Activist",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Female
Chemical Engineering,2,Yes,Manufacturing,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,Focused team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Female
Chemical Engineering,3,Yes,Manufacturing,Penicillin,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,Computers,Yes,Male
Chemical Engineering,1,Yes,Research,The Internet,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Human Rights,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,People,Yes,Female
Chemical Engineering,1,Yes,Research,Penicillin,"David Suzuki, Environmental Activist",In a laboratory,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes,Female
Chemical Engineering,3,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes,Male
Chemical Engineering,3,Yes,Manufacturing,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Female
Chemical Engineering,1,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,People,Yes,Female
Chemical Engineering,Alumni,Yes,Construction,The CN Tower,"Warren Buffett, Billionaire American Business Men",In the outdoors,Protective Clothing,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
Chemical Engineering,Alumni,Yes,Manufacturing,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the internal components of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes,Female
